ID,TaxLevel,Lifeform,Morphology,Habit,Symbiont,fxlgp,TaxStatus,Synonym,CurrentSciName22chklst,CurrentAuth,ChcklstRemrks,NewSciCode,R6Scicode,FIANumCode,FIAAlphaCode,FIA Sci,NRCS Symbol,Common Name,Notes,Family,fxlgpcode,S_e_class,S_e_occ,S_e_max,S_e_CL =80+,S_e_50+,S_e_10+,S_w_class,S_w_occ,S_w_max,S_w_CL =80+,S_w_50+ w,S_w_10+ ,N_e_class ,N_e_occ,N_e_max,N_e_CL =80+,N_e_50+,N_e_10+,N_w_class,N_w_occ,N_w_max,N_w_CL =80+,N_w_50+,N_w_10+,consrv_stat,consrv_stat_link
4357,Genus,Lichenicolous fungus,,Lichenicolous,,,Current,Lasiosphaeriopsis,Lasiosphaeriopsis,D. Hawksw. & Sivan.,,Lasiosphaeriopsis,Lasiosphaeriopsis,,,,,lasiosphaeriopsis lichenicolous fungus,,Nitschkiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Lasiosphaeriopsis stereocaulicola,Lasiosphaeriopsis stereocaulicola,(Lindsay) O. E. Eriksson & R. Sant.,,Lasste,,,,,,lasiosphaeriopsis lichenicolous fungus,,Nitschkiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,Genus,Macrolichen,Foliose,,Cyanobacterium,,Current,Lathagrium,Lathagrium,(Ach.) Gray,,Lathagrium,Lathagrium,,,,,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema auriculatum,Lathagrium auriforme,"(With.) Otálora, P. M. Jørg. & Wedin",,Colaur,,1401,Colaur,Collema auriforme,COAU8,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema auriforme,Lathagrium auriforme,"(With.) Otálora, P. M. Jørg. & Wedin",,Colaur1,,1401,Colaur,Collema auriforme,COAU8,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema granosum,Lathagrium auriforme,"(With.) Otálora, P. M. Jørg. & Wedin",auct.,Colgra,,1401,Colaur,Collema auriforme,COAU8,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Current,Lathagrium auriforme,Lathagrium auriforme,"(With.) Otálora, P. M. Jørg. & Wedin",,Lataur,,1401,Colaur,Collema auriforme,,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Synonym,Collema cristatum,Lathagrium cristatum,"(L.) Otálora, P. M. Jørg. & Wedin",,Colcri12,Colcrit,,,,COCR7,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126233/Lathagrium_cristatum
4365,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Synonym,Collema cristatum var. marginale,Lathagrium cristatum,"(L.) Otálora, P. M. Jørg. & Wedin",,Colcri13,,,,,COCRM,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126233/Lathagrium_cristatum
4366,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Current,Lathagrium cristatum,Lathagrium cristatum,"(L.) Otálora, P. M. Jørg. & Wedin",,Latcri,,,,,,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126233/Lathagrium_cristatum
4367,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Synonym,Collema dichotomum,Lathagrium dichotomum,"(With.) Otálora, P. M. Jørg. & Wedin",,Coldic,,,,,CODI13,forked jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Synonym,Collema fluviatile,Lathagrium dichotomum,"(With.) Otálora, P. M. Jørg. & Wedin",,Colflu,,,,,CODI13,forked jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Synonym,Collema stenophyllum,Lathagrium dichotomum,"(With.) Otálora, P. M. Jørg. & Wedin",,Colste,,,,,CODI13,forked jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,Species,Macrolichen,Foliose,Saxicolous,Cyanobacterium,,Current,Lathagrium dichotomum,Lathagrium dichotomum,"(With.) Otálora, P. M. Jørg. & Wedin",,Latdic,,,,,,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema fuscovirens,Lathagrium fuscovirens,"(With.) Otálora, P. M. Jørg. & Wedin",,Colfus,Colfus,1410,Colfus,Collema fuscovirens,COFU60,jelly lichen,,Collemataceae,Cya s-m,,,,,,,sensitive,34,1.33,2.3,2.6,3.6,,,,,,,mesotroph,34,6.3,7.4,8.2,10,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123082/Lathagrium_fuscovirens
4372,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema tuniforme,Lathagrium fuscovirens,"(With.) Otálora, P. M. Jørg. & Wedin",,Coltun,Colfus,1410,Colfus,Collema fuscovirens,COFU60,jelly lichen,,Collemataceae,Cya s-m,,,,,,,sensitive,34,1.33,2.3,2.6,3.6,,,,,,,mesotroph,34,6.3,7.4,8.2,10,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123082/Lathagrium_fuscovirens
4373,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Current,Lathagrium fuscovirens,Lathagrium fuscovirens,"(With.) Otálora, P. M. Jørg. & Wedin",,Latfus,,1410,Colfus,Collema fuscovirens,,jelly lichen,,Collemataceae,Cya s-m,,,,,,,sensitive,34,1.33,2.3,2.6,3.6,,,,,,,mesotroph,34,6.3,7.4,8.2,10,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123082/Lathagrium_fuscovirens
4374,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema undulatum,Lathagrium undulatum,"(Flotow) Otálora, P. M. Jørg. & Wedin",,Colund,Colundg,1418,Colund,Collema undulatum,COUN60,undulate jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123447/Lathagrium_undulatum
4375,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Synonym,Collema undulatum var. granulosum,Lathagrium undulatum,"(Flotow) Otálora, P. M. Jørg. & Wedin",,Colund1,,1418,Colund,Collema undulatum,COUNG,undulate jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123447/Lathagrium_undulatum
4376,Species,Macrolichen,Foliose,Epiphytic,Cyanobacterium,Cyano,Current,Lathagrium undulatum,Lathagrium undulatum,"(Flotow) Otálora, P. M. Jørg. & Wedin",,Latund,,1418,Colund,Collema undulatum,,jelly lichen,,Collemataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123447/Lathagrium_undulatum
4377,Genus,Microlichen,Crustose,,,,Current,Laurera,Laurera,Rchb.,,Laurera,Laurera,,,,LAURE,laurera lichen,,Trypetheliaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,Species,Microlichen,Crustose,,,,Current,Laurera varia,Laurera varia,(Fée) Zahlbr.,,Lauvar,,,,,,laurera lichen,,Trypetheliaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,Genus,Microlichen,Crustose,,,,Current,Lecanactis,Lecanactis,Körber,,Lecanactis,Lecanactis,,,,LECAN2,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,Species,Microlichen,Crustose,,,,Current,Lecanactis abietina,Lecanactis abietina,(Ach.) Körber,,Lecabi,Lecmeg,,,,LEAB,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124064/Lecanactis_abietina
4381,Species,Microlichen,Crustose,,,,Synonym,Lecanactis megaspora,Lecanactis abietina,(Ach.) Körber,,Lecmeg,Lecmeg,,,,LEAB,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124064/Lecanactis_abietina
4382,Species,Microlichen,Crustose,,,,Current,Lecanactis aggregata,Lecanactis aggregata,Egea & Torrente,,Lecagg,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,Species,Microlichen,Crustose,,,,Uncertain,Bacidia akompsa,Lecanactis akompsa,(Tuck.) Fink,Poorly understood taxon; may eventually be better classified under its synonym,Bacako,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,Species,Microlichen,Crustose,,,,Uncertain,Lecanactis akompsa,Lecanactis akompsa,(Tuck.) Fink,Poorly understood taxon; may eventually be better classified under its synonym,Lecako,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,Species,Microlichen,Crustose,,,,Current,Lecanactis californica,Lecanactis californica,Tuck.,,Leccal,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,Species,Microlichen,Crustose,,,,Current,Lecanactis dubia,Lecanactis dubia,G. Merr.,,Lecdub,,,,,LEDU2,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,Species,Microlichen,Crustose,,,,Current,Lecanactis epileuca,Lecanactis epileuca,(Nyl.) Tehler,,Lecepi,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,Species,Microlichen,Crustose,,,,Synonym,Lecanactis subattingens,Lecanactis epileuca,(Nyl.) Tehler,,Lecsub,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,Species,Microlichen,Crustose,,,,Synonym,Platygrapha subattingens,Lecanactis epileuca,(Nyl.) Tehler,,Plasub12,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,Species,Microlichen,Crustose,,,,Synonym,Schismatomma subattingens,Lecanactis epileuca,(Nyl.) Tehler,,Schsub,,,,,,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,Species,Microlichen,Crustose,,,,Current,Lecanactis salicina,Lecanactis salicina,Zahlbr.,,Lecsal,,,,,LESA5,old wood rimmed lichen,,Opegraphaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,Genus,Microlichen,,,Alga,,Current,Lecania,Lecania,A. Massal.,,Lecania,Lecania,,,,LECAN3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,Species,Microlichen,Crustose,,Alga,,Current,Lecania aipospila,Lecania aipospila,(Wahlenb.) Th. Fr.,,Lecaip,Lecaip,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,Species,Microlichen,Crustose,,Alga,,Current,Lecania arizonica,Lecania arizonica,B. D. Ryan & van den Boom,,Lecari,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,Species,Macrolichen,Squamulose,Saxicolous,Alga,,Current,Lecania brunonis,Lecania brunonis,(Tuck.) Herre,,Lecbru,Lecbru,,,,LEBR3,lecania lichen,,Ramalinaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126314/Lecania_brunonis
4396,Species,Microlichen,Crustose,,Alga,,Current,Lecania caloplacicola,Lecania caloplacicola,B. D. Ryan & van den Boom,,Leccal12,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,Species,Microlichen,Crustose,,Alga,,Current,Lecania chalcophila,Lecania chalcophila,B. D. Ryan & van den Boom,,Leccha,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,Species,Microlichen,Crustose,,Alga,,Current,Lecania coeruleorubella,Lecania coeruleorubella,(Mudd) M. Mayrhofer,,Leccoe,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,Species,Microlichen,Crustose,,Alga,,Current,Lecania constricta,Lecania constricta,W. A. Weber,,Leccon,,,,,LECO38,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123903/Lecania_constricta
4400,Species,Microlichen,Crustose,,Alga,,Current,Lecania croatica,Lecania croatica,(Zahlbr.) Kotlov,,Leccro,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia cuprea,Lecania cuprea,(A. Massal.) van den Boom & Coppins,,Baccup,,,,,LECU9,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia cupreorosella,Lecania cuprea,(A. Massal.) van den Boom & Coppins,,Baccup1,,,,,LECU9,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,Species,Microlichen,Crustose,,Alga,,Current,Lecania cuprea,Lecania cuprea,(A. Massal.) van den Boom & Coppins,,Leccup,,,,,LECU9,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,Species,Microlichen,Crustose,,Alga,,Current,Lecania cyrtella,Lecania cyrtella,(Ach.) Th. Fr.,,Leccyr,Leccyr,,,,LECY6,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania cyrtellina,Lecania cyrtella,(Ach.) Th. Fr.,,Leccyr1,Leccyr,,,,LECY6,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania dimera,Lecania dubitans,(Nyl.) A. L. Sm.,,Lecdim1,Lecdub,,,,LEDU3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125069/Lecania_dubitans
4407,Species,Microlichen,Crustose,,Alga,,Current,Lecania dubitans,Lecania dubitans,(Nyl.) A. L. Sm.,,Lecdub1,Lecdub,,,,LEDU3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125069/Lecania_dubitans
4408,Species,Microlichen,Crustose,,Alga,,Current,Lecania dudleyi,Lecania dudleyi,Herre,,Lecdud,,,,,LEDU5,Dudley's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,Species,Microlichen,Crustose,,Alga,,Current,Lecania erysibe,Lecania erysibe,(Ach.) Mudd,,Lecery,Lecery,,,,LEER3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,Species,Microlichen,Crustose,,Alga,,Current,Lecania flavescens,Lecania flavescens,Lynge,,Lecfla,,,,,LEFL20,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,Species,Microlichen,Crustose,,Alga,,Synonym,Biatora franciscana,Lecania franciscana,(Tuck.) K. Knudsen & Lendemer,,Biafra,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,Species,Microlichen,Crustose,,Alga,,Synonym,Catillaria franciscana,Lecania franciscana,(Tuck.) K. Knudsen & Lendemer,,Catfra,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,Species,Microlichen,Crustose,,Alga,,Current,Lecania franciscana,Lecania franciscana,(Tuck.) K. Knudsen & Lendemer,,Lecfra,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,Species,Microlichen,Crustose,,Alga,,Current,Lecania fructigena,Lecania fructigena,Zahlbr.,,Lecfru,,,,,LEFR6,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,Species,Microlichen,Crustose,,Alga,,Current,Lecania fuscella,Lecania fuscella,(Schaerer) Körber,,Lecfus,Lecfuscel,,,,LEFU2,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania syringea,Lecania fuscella,(Schaerer) Körber,,Lecsyr,Lecfuscel,,,,LEFU2,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,Species,Microlichen,Crustose,,Alga,,Current,Lecania fuscelloides,Lecania fuscelloides,B. D. Ryan & van den Boom,,Lecfus1,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,Species,Microlichen,Crustose,,Alga,,Uncertain,Catillaria groenlandica,Lecania groenlandica,Lynge,Poorly understood taxon; may eventually be better classified under its synonym,Catgro,,,,,,Greenland lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,Species,Microlichen,Crustose,,Alga,,Uncertain,Lecania groenlandica,Lecania groenlandica,Lynge,Poorly understood taxon; may eventually be better classified under its synonym,Lecgro,,,,,,Greenland lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania brattiae,Lecania hassei,(Zahlbr.) W. Noble,,Lecbra,,,,,LEHA6,Hasse's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,Species,Microlichen,Crustose,,Alga,,Current,Lecania hassei,Lecania hassei,(Zahlbr.) W. Noble,,Lechas,,,,,LEHA6,Hasse's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,Species,Microlichen,Crustose,,Alga,,Synonym,Solenopsora hassei,Lecania hassei,(Zahlbr.) W. Noble,,Solhas,,,,,LEHA6,Hasse's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,Species,Microlichen,Crustose,,Alga,,Current,Lecania hutchinsiae,Lecania hutchinsiae,(Nyl.) A. L. Sm.,,Lechut,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,Species,Microlichen,Crustose,,Alga,,Current,Lecania inundata,Lecania inundata,(Hepp ex Körber) M. Mayrhofer,,Lecinu,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,Species,Microlichen,Crustose,,Alga,,Current,Lecania koerberiana,Lecania koerberiana,J. Lahm,,Leckoe,,,,,,Koerber's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,Species,Microlichen,Crustose,,Alga,,Current,Lecania madida,Lecania madida,R. Naesb. & Björk,,Lecmad,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia naegelii,Lecania naegelii,(Hepp) Diederich & van den Boom,,Bacnae,,,,,LENA6,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,Species,Microlichen,Crustose,,Alga,,Current,Lecania naegelii,Lecania naegelii,(Hepp) Diederich & van den Boom,,Lecnae,,,,,LENA6,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,Species,Microlichen,Crustose,,Alga,,Current,Lecania nylanderiana,Lecania nylanderiana,A. Massal.,,Lecnyl,,,,,LENY,Nylander's lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,Species,Microlichen,Crustose,,Alga,,Current,Lecania pacifica,Lecania pacifica,Zahlbr. ex B. D. Ryan & van den Boom,,Lecpac,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,Species,Microlichen,Crustose,,Alga,,Current,Lecania polycycla,Lecania polycycla,(Anzi) Lettau,,Lecpol,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,Species,Microlichen,Crustose,,Alga,,Current,Lecania prasinoides,Lecania prasinoides,Elenkin,,Lecpra,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,Species,Microlichen,Crustose,,Alga,,Current,Lecania rabenhorstii,Lecania rabenhorstii,(Hepp) Arnold,,Lecrab,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,Species,Microlichen,Crustose,,Alga,,Current,Lecania ryaniana,Lecania ryaniana,van den Boom,,Lecrya,,,,,,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,Species,Microlichen,Crustose,,Alga,,Current,Lecania shastensis,Lecania shastensis,Herre,,Lecsha,,,,,LESH3,Shasta lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia stigmatella,Lecania stigmatella,(Tuck.) S. Ekman,,Bacsti,,,,,LEST21,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,Species,Microlichen,Crustose,,Alga,,Current,Lecania stigmatella,Lecania stigmatella,(Tuck.) S. Ekman,,Lecsti,,,,,LEST21,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,Species,Microlichen,Crustose,,Alga,,Current,Lecania subcaesia,Lecania subcaesia,(Nyl.) B. de Lesd.,,Lecsub12,,,,,LESU4,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia siberiensis,Lecania subfuscula,(Nyl.) S. Ekman,,Bacsib,,,,,LESU45,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,Species,Microlichen,Crustose,,Alga,,Synonym,Bacidia subfuscula,Lecania subfuscula,(Nyl.) S. Ekman,,Bacsub,,,,,LESU45,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,Species,Microlichen,Crustose,,Alga,,Synonym,Biatora siberiensis,Lecania subfuscula,(Nyl.) S. Ekman,,Biasib,,,,,LESU45,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,Species,Microlichen,Crustose,,Alga,,Current,Lecania subfuscula,Lecania subfuscula,(Nyl.) S. Ekman,,Lecsub14,,,,,LESU45,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,Species,Microlichen,Crustose,,Alga,,Current,Lecania toninioides,Lecania toninioides,Zahlbr.,,Lecton,,,,,LETO5,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania albariella,Lecania turicensis,(Hepp) Müll. Arg.,,Lecalb,Lectur,,,,LETU3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,Species,Microlichen,Crustose,,Alga,,Synonym,Lecania californica,Lecania turicensis,(Hepp) Müll. Arg.,,Leccal1,Lectur,,,,LETU3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,Species,Microlichen,Crustose,,Alga,,Current,Lecania turicensis,Lecania turicensis,(Hepp) Müll. Arg.,,Lectur,Lectur,,,,LETU3,lecania lichen,,Bacidiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,Species,Microlichen,Crustose,,,,Current,Lecanidium hawaiiensis,Lecanidium hawaiiensis,(Erichs.),,Lechaw,,,,,,lecania lichen,,Family Incertae Sedis ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,Genus,Microlichen,,,,,Current,Lecanographa,Lecanographa,Egea & Torrente,,Lecanographa,Lecanographa,,,,LECAN5,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,Species,Microlichen,Crustose,,,,Synonym,Lecanactis amylacea,Lecanographa amylacea,(Ehrh. ex Pers.) Egea & Torrente,,Lecamy,,,,,LEAM10,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,Species,Microlichen,Crustose,,,,Synonym,Lecanactis illicebrosa,Lecanographa amylacea,(Ehrh. ex Pers.) Egea & Torrente,,Lecill,,,,,LEAM10,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,Species,Microlichen,Crustose,,,,Current,Lecanographa amylacea,Lecanographa amylacea,(Ehrh. ex Pers.) Egea & Torrente,,Lecamy1,,,,,LEAM10,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,Species,Microlichen,Crustose,,,,Synonym,Opegrapha illecebrosa,Lecanographa amylacea,(Ehrh. ex Pers.) Egea & Torrente,,Opeill,,,,,LEAM10,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,Species,Microlichen,Crustose,,,,Current,Lecanographa brattiae,Lecanographa brattiae,(Egea & Ertz) Ertz & Tehler,,Lecbra1,,,,,,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,Species,Microlichen,Crustose,,,,Synonym,Opegrapha brattiae,Lecanographa brattiae,(Egea & Ertz) Ertz & Tehler,,Opebra,,,,,,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,Species,Microlichen,Crustose,,,,Synonym,Lecanactis dimelaenoides,Lecanographa dimelaenoides,(Egea & Torrente) Egea & Torrente,,Lecdim,,,,,LEDI26,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,Species,Microlichen,Crustose,,,,Current,Lecanographa dimelaenoides,Lecanographa dimelaenoides,(Egea & Torrente) Egea & Torrente,,Lecdim12,,,,,LEDI26,lecanographa lichen,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
