ID,TaxLevel,Lifeform,Morphology,Habit,Symbiont,fxlgp,TaxStatus,Synonym,CurrentSciName22chklst,CurrentAuth,ChcklstRemrks,NewSciCode,R6Scicode,FIANumCode,FIAAlphaCode,FIA Sci,NRCS Symbol,Common Name,Notes,Family,fxlgpcode,S_e_class,S_e_occ,S_e_max,S_e_CL =80+,S_e_50+,S_e_10+,S_w_class,S_w_occ,S_w_max,S_w_CL =80+,S_w_50+ w,S_w_10+ ,N_e_class ,N_e_occ,N_e_max,N_e_CL =80+,N_e_50+,N_e_10+,N_w_class,N_w_occ,N_w_max,N_w_CL =80+,N_w_50+,N_w_10+,consrv_stat,consrv_stat_link
1,Genus,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus,Abrothallus,De Not.,,Abrothallus,Abrothallus,,,,ABROT,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus acetabuli,Abrothallus acetabuli,Diederich,,Abrace,Abrace,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus bertianus,Abrothallus bertianus,De Not.,,Abrber,Abrber,,,,ABBE2,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus bryoriarum,Abrothallus bryoriarum,Hafellner,,Abrbry,Abrbry,,,,ABBR3,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus caerulescens,Abrothallus caerulescens,Kotte,,Abrcae,Abrcae,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus cetrariae,Abrothallus cetrariae,Kotte,,Abrcet,Abrcet,,,,ABCE,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus cladoniae,Abrothallus cladoniae,R. Sant. & D. Hawksw.,,Abrcla,Abrcla,,,,ABCL,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus eriodermae,Abrothallus eriodermae,"Suija, Etayo & Pérez-Ortega",,Abreri,Abrert,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus ertzii,Abrothallus ertzii," Suija, & Pérez-Ortega",,Abrert,Abrhal,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus halei,Abrothallus halei,"Pérez-Ortega, Suija, D. Hawksw. & R. Sant.",,Abrhal,Abrhal,,,,,Hale's abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus hypotrachynae,Abrothallus hypotrachynae,Etayo & Diederich,,Abrhyp,Abrhyp,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus microspermus,Abrothallus microspermus,Tul.,,Abrmic,Abrmic,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus nephromatis,Abrothallus nephromatis,"Suija, & Pérez-Ortega",,Abrnep,Abrnep,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus parmeliarum,Abrothallus parmeliarum,(Sommerf.) Arnold,,Abrpar,Abrpar,,,,ABPA5,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus peyritschii,Abrothallus peyritschii,(Stein) Kotte,,Abrpey,Abrpey,,,,ABPE2,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus pezizicola,Abrothallus pezizicola,Diederich & R. C. Harris,,Abrpez,Abrpez,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus prodiens,Abrothallus prodiens,(Harm.) Diederich & Hafellner,,Abrpro,Abrpro,,,,ABPR5,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus secedens,Abrothallus secedens,Wedin & R. Sant.,,Abrsec,Abrsec,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus suecicus,Abrothallus suecicus,(Kirschst.) Nordin,,Abrsue,Abrsue,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus tulasnei,Abrothallus tulasnei,M. S. Cole & D. Hawksw.,,Abrtul,Abrtul,,,,,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Abrothallus welwitschii,Abrothallus welwitschii,Mont. ex Tul.,,Abrwel,Abrwel,,,,ABWE,abrothallus lichenicolous fungus,,Uncertain Ascomycota Family,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Genus,Microlichen,Crustose,,,,Current,Absconditella,Absconditella,V_zda,,Absconditella,Absconditella,,,,ABSCO,absconditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Species,Microlichen,Crustose,,,,Current,Absconditella amabilis,Absconditella amabilis,T. Sprib.,,Absama,Absama,,,,,absconditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Species,Microlichen,Crustose,,,,Current,Absconditella celata,Absconditella celata,Döbbeler & Poelt,,Abscel,Abscel,,,,,absconditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Species,Microlichen,Crustose,,,,Current,Absconditella lignicola,Absconditella lignicola,V_zda & Pisut,,Abslig,Abslig,,,,,absconditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Species,Microlichen,Crustose,,,,Current,Absconditella sphagnorum,Absconditella sphagnorum,V_zda & Poelt,,Abssph,Abssph,,,,ABSP,sphagnum absonditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Species,Microlichen,Crustose,,,,Current,Absconditella trivialis,Absconditella trivialis,(Willey ex Tuck.) V_zda,,Abstri,Abstri,,,,ABTR3,trivial absconditella lichen,,Stictidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Genus,Microlichen,Crustose,,,,Current,Acanthothecis,Acanthothecis,Clem.,,Acanthothecis,Acanthothecis,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Species,Microlichen,Crustose,,,,Current,Acanthothecis aurantiaca,Acanthothecis aurantiaca,(Müll. Arg.) Staiger & Kalb,,Acaaur,Acaaur,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Species,Microlichen,Crustose,,,,Synonym,Acanthothecis intertexta,Acanthothecis aurantiaca,(Müll. Arg.) Staiger & Kalb,,Acaint,Acaaur,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Species,Microlichen,Crustose,,,,Synonym,Graphina intertexta,Acanthothecis aurantiaca,(Müll. Arg.) Staiger & Kalb,,Graint,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Species,Microlichen,Crustose,,,,Synonym,Graphis intertexta,Acanthothecis aurantiaca,(Müll. Arg.) Staiger & Kalb,,Graint12,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Species,Microlichen,Crustose,,,,Current,Acanthothecis floridensis,Acanthothecis floridensis,F. Seavey & J. Seavey,,Acaflo,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Species,Microlichen,Crustose,,,,Current,Acanthothecis floridiana,Acanthothecis floridiana,Lendemer & R. C. Harris,,Acaflo1,Acaflo,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Species,Microlichen,Crustose,,,,Current,Acanthothecis fontana,Acanthothecis fontana,Muscavitch & Lendemer,,Acafon,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036332/Acanthothecis_fontana
36,Species,Microlichen,Crustose,,,,Current,Acanthothecis gracilis,Acanthothecis gracilis,Staiger & Kalb,,Acagra,Acagra,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Species,Microlichen,Crustose,,,,Synonym,Acanthothecis abaphoides,Acanthothecis leucopepla,(Tuck.) E. Tripp & Lendemer,,Acaaba,Acaleu,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Species,Microlichen,Crustose,,,,Current,Acanthothecis leucopepla,Acanthothecis leucopepla,(Tuck.) E. Tripp & Lendemer,,Acaleu,Acaleup,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Species,Microlichen,Crustose,,,,Synonym,Graphina abaphoides,Acanthothecis leucopepla,(Tuck.) E. Tripp & Lendemer,,Graaba,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Species,Microlichen,Crustose,,,,Synonym,Graphis leucopepla,Acanthothecis leucopepla,(Tuck.) E. Tripp & Lendemer,,Graleu1,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Species,Microlichen,Crustose,,,,Current,Acanthothecis leucoxanthoides,Acanthothecis leucoxanthoides,Lendemer,,Acaleu1,Acaleux,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Species,Microlichen,Crustose,,,,Current,Acanthothecis mosquitensis,Acanthothecis mosquitensis,(Tuck.) E. Tripp & Lendemer,,Acamos,Acamos,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Species,Microlichen,Crustose,,,,Synonym,Graphina subvirginalis,Acanthothecis mosquitensis,(Tuck.) E. Tripp & Lendemer,,Grasub13,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Species,Microlichen,Crustose,,,,Synonym,Graphis mosquitensis,Acanthothecis mosquitensis,(Tuck.) E. Tripp & Lendemer,,Gramos,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Species,Microlichen,Crustose,,,,Current,Acanthothecis paucispora,Acanthothecis paucispora,Lendemer & R. C. Harris,,Acapau,Acapau,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Species,Microlichen,Crustose,,,,Current,Acanthothecis peplophora,Acanthothecis peplophora,(M. Wirth & Hale) E. Tripp & Lendemer,,Acapep,Acapep,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124562/Acanthothecis_peplophora
47,Species,Microlichen,Crustose,,,,Synonym,Graphina peplophora,Acanthothecis peplophora,(M. Wirth & Hale) E. Tripp & Lendemer,,Grapep,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124562/Acanthothecis_peplophora
48,Species,Microlichen,Crustose,,,,Current,Acanthothecis poitaeoides,Acanthothecis poitaeoides,(Nyl. ex Tuck.) E. Tripp & Lendemer,,Acapoi,Acapoi,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Species,Microlichen,Crustose,,,,Synonym,Graphis poitaeoides,Acanthothecis poitaeoides,(Nyl. ex Tuck.) E. Tripp & Lendemer,,Grapoi,,,,,,acanthothecis lichen,,Graphidaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Genus,Lichenicolous fungus,,Lichenicolous,,,Current,Acaroconium,Acaroconium,Kocourk. & D. Hawksw.,,Acaroconium,Acaroconium,,,,,acaroconium lichenicolous fungus,,Pezizomycotina_family_incertae_sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Acaroconium punctiforme,Acaroconium punctiforme,Kocourk. & D. Hawksw.,,Acapun,Acapun,,,,,acaroconium lichenicolous fungus,,Pezizomycotina_family_incertae_sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Genus,Microlichen,,,Alga,,Current,Acarospora,Acarospora,A. Massal.,,Acarospora,Acarospora,,,,ACARO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Species,Microlichen,Crustose,,Alga,,Current,Acarospora affinis,Acarospora affinis,K. Knudsen,,Acaaff,Acaaff,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Species,Microlichen,Crustose,,Alga,,Current,Acarospora americana,Acarospora americana,H. Magn.,,Acaame,Acaame,,,,ACAM5,American cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora cinereoalba,Acarospora americana,H. Magn.,,Acacin,Acaame,,,,ACAM5,American cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Species,Microlichen,Crustose,,Alga,,Current,Acarospora asahinae,Acarospora asahinae,H. Magn.,,Acaasa,Acaasa,,,,ACAS3,Asahina's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Species,Microlichen,Crustose,,Alga,,Current,Acarospora badiofusca,Acarospora badiofusca,(Nyl.) Th. Fr.,,Acabad,Acabad,,,,ACBA4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036354/Acarospora_badiofusca
58,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora californica,Acarospora badiofusca,(Nyl.) Th. Fr.,,Acacal1,Acabad,,,,ACBA4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036354/Acarospora_badiofusca
59,Species,Microlichen,Crustose,,Alga,,Synonym,Sarcogyne athroocarpa,Acarospora badiofusca,(Nyl.) Th. Fr.,,Sarath,Acabad,,,,ACBA4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036354/Acarospora_badiofusca
60,Species,Microlichen,Crustose,,Alga,,Synonym,Sarcogyne athroocarpa,Acarospora badiofusca,(Nyl.) Th. Fr.,,Sarath1,Acabad,,,,ACBA4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036354/Acarospora_badiofusca
61,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora asperata,Acarospora boulderensis,H. Magn.,,Acaasp,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Species,Microlichen,Crustose,,Alga,,Current,Acarospora boulderensis,Acarospora boulderensis,H. Magn.,,Acabou,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Species,Microlichen,Crustose,,Alga,,Current,Acarospora brattiae,Acarospora brattiae,K. Knudsen,,Acabra,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Species,Microlichen,Crustose,,Alga,,Current,Acarospora brodoana,Acarospora brodoana,"K. Knudsen, Kocourk. & M. Westb.",,Acabro,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Species,Microlichen,Crustose,,Alga,,Current,Acarospora brouardii,Acarospora brouardii,K. Knudsen,,Acabro1,Acabro,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Species,Microlichen,Crustose,,Alga,,MisID NAm,Acarospora bullata,Acarospora bullata,Anzi,Misidentification for N. A.,Acabul,Acabul,,,,ACBU2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Species,Microlichen,Crustose,,Alga,,Current,Acarospora calcarea,Acarospora calcarea,K. Knudsen,,Acacal,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Species,Microlichen,Crustose,,Alga,,Current,Acarospora canadensis,Acarospora canadensis,H. Magn.,,Acacan,,,,,ACCA16,Canadian cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Species,Microlichen,Crustose,,Alga,,Current,Acarospora cervina,Acarospora cervina,A. Massal.,,Acacer,Acacergla,,,,ACCE,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Species,Microlichen,Crustose,,Alga,,Current,Acarospora chrysops,Acarospora chrysops,(Tuck.) H. Magn.,,Acachr,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Species,Microlichen,Crustose,,Alga,,Current,Acarospora citrina,Acarospora citrina,(Taylor) Zahlbr.,misidentification for North America (Knudsen & Flakus 2016),Acacit,,,,,ACCI4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Species,Microlichen,Crustose,,Alga,,Current,Acarospora clauzadeana,Acarospora clauzadeana,(Llimona) Casares & Hafellner,,Acacla,,,,,ACCL6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122984/Acarospora_clauzadeana
73,Species,Microlichen,Crustose,,Alga,,Synonym,Biatorella clauzadeana,Acarospora clauzadeana,(Llimona) Casares & Hafellner,,Biacla,,,,,ACCL6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122984/Acarospora_clauzadeana
74,Species,Microlichen,Crustose,,Alga,,Current,Acarospora coloradiana,Acarospora coloradiana,H. Magn.,,Acacol,Acacol,,,,ACCO10,Colorado cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Species,Microlichen,Crustose,,Alga,,Current,Acarospora complanata,Acarospora complanata,H. Magn.,,Acacom,,,,,ACCO11,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Species,Microlichen,crustose,Saxicolous,Alga,,Current,Acarospora contigua,Acarospora contigua,H. Magn.,,Acacon,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Species,Microlichen,Crustose,,Alga,,Current,Acarospora elevata,Acarospora elevata,H. Magn.,,Acaele,Acanit,,,,ACEL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora nitida,Acarospora elevata,H. Magn.,Acarospora nitida auct.,Acanit1,Acanit,,,,ACEL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora nitida,Acarospora elevata,H. Magn.,,Acanit,Acanit,,,,ACEL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora washingtonensis,Acarospora elevata,H. Magn.,,Acawas,Acanit,,,,ACEL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Species,Microlichen,Crustose,,Alga,,Synonym,Thelocarpon albomarginatum,Acarospora elevata,H. Magn.,,Thealb,Acanit,,,,ACEL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora albida,Acarospora epilutescens,Zahlbr.,,Acaalb,Acaepi,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Species,Microlichen,Crustose,,Alga,,Current,Acarospora epilutescens,Acarospora epilutescens,Zahlbr.,,Acaepi,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Species,Microlichen,Crustose,,Alga,,Current,Acarospora erythrophora,Acarospora erythrophora,H. Magn.,,Acaery,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora cartilaginea,Acarospora fuscata,(Schrader) Arnold,,Acacar1,Acafus,,,,ACFU2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122304/Acarospora_fuscata
86,Species,Microlichen,Crustose,,Alga,,Current,Acarospora fuscata,Acarospora fuscata,(Schrader) Arnold,,Acafus,Acafus,,,,ACFU2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122304/Acarospora_fuscata
87,Species,Microlichen,Crustose,,Alga,,Current,Acarospora fuscescens,Acarospora fuscescens,H. Magn.,,Acafus1,,,,,ACFU3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Species,Microlichen,Crustose,,Alga,,Current,Acarospora glaucocarpa,Acarospora glaucocarpa,(Ach.) Körber,,Acagla,Acagla,,,,ACGL2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.127146/Acarospora_glaucocarpa
89,Species,Microlichen,Crustose,,Alga,,Current,Acarospora heufleriana,Acarospora heufleriana,Körber,,Acaheu,,,,,ACHE7,Heufler's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora rubicunda,Acarospora heufleriana,Körber,,Acarub,,,,,ACHE7,Heufler's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Species,Microlichen,Crustose,,Alga,,Current,Acarospora hilaris,Acarospora hilaris,(Dufour) Hue,,Acahil,Acahil,,,,ACHI6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Species,Microlichen,Crustose,,Alga,,Current,Acarospora impressula,Acarospora impressula,Th. Fr.,,Acaimp,,,,,ACIM3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Species,Fungus of uncertain status,,,,,Current,Acarospora interjecta,Acarospora interjecta,H. Magn.,Fungus which is questionably or weakly lichen-forming; or algicolous/saprophytic; or parasitic when young but saprophytic or lichen-forming when mature; or lichenicolous lichens.,Acaint12,,,,,ACIN6,cracked fungus,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora gallica,Acarospora janae,K. Knudsen,for N Am reports,Acagal,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Species,Microlichen,Crustose,,Alga,,Current,Acarospora janae,Acarospora janae,K. Knudsen,,Acajan,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Species,Microlichen,Crustose,,Alga,,Current,Acarospora maccarthyi,Acarospora maccarthyi,K. Knudsen & Kocourk.,,Acamac,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Species,Microlichen,Crustose,,Alga,,Current,Acarospora macrospora,Acarospora macrospora,(Hepp) Bagl.,,Acamac1,,,,,ACMA10,big spore cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora squamulosa,Acarospora macrospora,(Hepp) A. Massal. ex Bagl.,,Acasqu,,,,,ACMA10,big spore cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Species,Microlichen,Crustose,,Alga,,Current,Acarospora moenium,Acarospora moenium,Acarospora moenium,,Acamoe,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123668/Acarospora_moenium
100,Species,Microlichen,Crustose,,Alga,,Synonym,Aspicilia excavata,Acarospora moenium,Acarospora moenium,,Aspexc,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123668/Acarospora_moenium
101,Species,Microlichen,Crustose,,Alga,,Synonym,Aspicilia moenium,Acarospora moenium,Acarospora moenium,,Aspmoe,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123668/Acarospora_moenium
102,Species,Microlichen,Crustose,,Alga,,Synonym,Endocarpon moenium,Acarospora moenium,Acarospora moenium,,Endmoe,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123668/Acarospora_moenium
